id,first_name,last_name,gender,email,address,country,nationality,generation,date_of_birth,wealth_tier,net_worth_usd,monthly_income_usd,internet_frequency,monthly_internet_spend_usd,food_living_pct,tech_pct,lifestyle_pct,travel_pct,investment_pct,food_living_usd,tech_usd,lifestyle_usd,travel_usd,investment_usd
1420,Sinead,Murray,female,sinead.murray859.ie@gmail.com,"169 Nassau St, Bray",ire,IE,millennial,1992-12-02,bottom_50,53283.3,5328.33,once,19.53,73.13,7.6,16.43,2.84,0.0,3896.61,404.95,875.44,151.32,0.0
1421,Bo,Lin,male,bo.lin767.cn@gmail.com,"102 Nanjing Rd, Xi'an",china,CN,millennial,1985-02-06,bottom_50,25135.07,2513.51,sometimes,4.95,81.02,9.74,8.37,0.87,0.0,2036.45,244.82,210.38,21.87,0.0
1422,Christopher,Williams,male,christopher.williams813.us@gmail.com,"79 River Rd, Chicago",usa,US,gen_z,2007-10-23,top_10,451453.64,5643.17,sometimes,227.64,23.99,16.55,28.33,14.96,16.17,1353.8,933.94,1598.71,844.22,912.5
1423,Steven,Garcia,male,steven.garcia920.us@gmail.com,"10 Lake Dr, New York",usa,US,millennial,1988-09-25,top_25,413253.56,16530.14,often,61.69,42.7,7.44,22.85,8.57,18.44,7058.37,1229.84,3777.14,1416.63,3048.16
1424,Susan,Wilson,female,susan.wilson850.us@gmail.com,"150 Elm St, San Jose",usa,US,millennial,1988-07-18,bottom_50,87625.52,8762.55,sometimes,14.17,72.57,7.78,15.37,4.28,0.0,6358.98,681.73,1346.8,375.04,0.0
1425,Roisin,O'Neill,female,roisin.oneill259.ie@gmail.com,"119 South Circular Rd, Limerick",ire,IE,millennial,1984-06-07,bottom_50,112346.18,11234.62,sometimes,8.86,74.62,5.97,13.4,6.01,0.0,8383.27,670.71,1505.44,675.2,0.0
1426,Lily,Watson,female,lily.watson317.uk@gmail.com,"25 Station Rd, Edinburgh",uk,GB,gen_z,2004-03-06,top_25,70774.4,2830.98,sometimes,80.71,33.9,13.86,25.49,9.58,17.17,959.7,392.37,721.62,271.21,486.08
1427,Lisa,Jones,female,lisa.jones353.us@gmail.com,"125 River Rd, Phoenix",usa,US,millennial,1988-03-18,top_25,315448.63,12617.95,sometimes,64.61,51.89,14.72,17.8,3.79,11.8,6547.45,1857.36,2246.0,478.22,1488.92
1428,Deirdre,Kelly,female,deirdre.kelly806.ie@gmail.com,"164 Baggot St, Swords",ire,IE,millennial,1985-09-25,bottom_50,283745.82,28374.58,sometimes,8.71,73.03,6.77,12.47,7.73,0.0,20721.96,1920.96,3538.31,2193.36,0.0
1429,Yi,Hu,male,yi.hu731.cn@gmail.com,"82 Guanghua Rd, Hangzhou",china,CN,gen_z,2007-12-04,bottom_50,30174.59,3017.46,always,7.55,67.26,14.58,15.39,2.77,0.0,2029.54,439.95,464.39,83.58,0.0
1430,Maja,Jansson,female,maja.jansson449.se@gmail.com,"192 Storgatan, Linkoping",swe,SE,gen_z,1997-02-15,top_25,7509.35,300.37,often,55.79,40.71,14.97,22.12,6.84,15.36,122.28,44.97,66.44,20.55,46.14
1431,Steven,Hernandez,male,steven.hernandez593.us@gmail.com,"200 Cedar Ln, Dallas",usa,US,gen_z,2008-10-06,top_10,627050.99,7838.14,often,261.42,21.17,11.75,26.6,17.76,22.72,1659.33,920.98,2084.95,1392.05,1780.83
1432,Oscar,Lewis,male,oscar.lewis552.uk@gmail.com,"55 Manor Rd, Manchester",uk,GB,millennial,1987-07-16,top_1,3832963.02,19164.82,often,1087.75,14.56,13.43,19.93,18.28,33.8,2790.4,2573.84,3819.55,3503.33,6477.71
1433,Nils,Lindqvist,male,nils.lindqvist443.se@gmail.com,"104 Vasagatan, Orebro",swe,SE,gen_z,1997-02-09,bottom_50,1359.72,135.97,sometimes,23.33,69.41,10.86,17.79,1.94,0.0,94.38,14.77,24.19,2.64,0.0
1434,Robert,Martinez,male,robert.martinez373.us@gmail.com,"199 Park Ave, Philadelphia",usa,US,millennial,1981-04-23,top_10,2149368.27,26867.1,always,258.77,42.28,10.55,13.64,15.04,18.49,11359.41,2834.48,3664.67,4040.81,4967.73
1435,Lisa,Garcia,female,lisa.garcia536.us@gmail.com,"100 Park Ave, San Jose",usa,US,boomer,1959-04-24,bottom_50,517963.11,51796.31,sometimes,13.13,80.02,1.37,12.82,5.79,0.0,41447.41,709.61,6640.29,2999.01,0.0
1436,Yan,Zhang,female,yan.zhang864.cn@gmail.com,"86 Guanghua Rd, Chengdu",china,CN,millennial,1989-11-22,top_10,184293.35,2303.67,always,116.74,42.53,20.88,15.65,14.6,6.34,979.75,481.01,360.52,336.34,146.05
1437,Sarah,Thomas,female,sarah.thomas705.us@gmail.com,"137 Pine Rd, Los Angeles",usa,US,gen_z,2002-12-07,top_10,269288.16,3366.1,always,197.52,26.68,18.01,29.26,6.77,19.28,898.08,606.23,984.92,227.88,648.98
1438,Lan,Chen,female,lan.chen798.cn@gmail.com,"72 Dongfeng Rd, Beijing",china,CN,gen_z,1997-04-18,top_1,1878370.71,9391.85,always,261.33,15.92,15.73,27.98,9.03,31.34,1495.18,1477.34,2627.84,848.08,2943.41
1439,Zhen,He,female,zhen.he494.cn@gmail.com,"200 Jiefang Rd, Chengdu",china,CN,gen_z,2000-04-08,top_25,162093.89,6483.76,always,33.29,43.81,18.31,24.24,3.09,10.55,2840.54,1187.18,1571.66,200.35,684.04
1440,Anthony,Martin,male,anthony.martin859.us@gmail.com,"17 Park Ave, Chicago",usa,US,boomer,1959-02-18,bottom_50,260962.16,26096.22,once,11.01,82.73,2.06,8.57,6.64,0.0,21589.4,537.58,2236.45,1732.79,0.0
1441,Wilma,Jansson,female,wilma.jansson866.se@gmail.com,"77 Gotgatan, Linkoping",swe,SE,gen_z,2005-01-22,bottom_50,2150.5,215.05,sometimes,20.82,69.32,11.42,15.95,3.31,0.0,149.07,24.56,34.3,7.12,0.0
1442,Na,Ma,female,na.ma34.cn@gmail.com,"145 Dongfeng Rd, Shanghai",china,CN,gen_z,1997-06-23,bottom_50,107449.91,10744.99,often,7.16,67.91,15.67,12.97,3.45,0.0,7296.92,1683.74,1393.63,370.7,0.0
1443,Hui,Hu,female,hui.hu476.cn@gmail.com,"3 Dongfeng Rd, Chengdu",china,CN,boomer,1947-02-18,bottom_50,7499.39,749.94,often,6.85,85.07,7.2,3.39,4.34,0.0,637.97,54.0,25.42,32.55,0.0
1444,Tao,Ma,male,tao.ma283.cn@gmail.com,"132 Nanjing Rd, Shenzhen",china,CN,boomer,1950-06-06,top_1,1095027.91,5475.14,once,293.57,17.53,14.11,19.81,11.45,37.1,959.79,772.54,1084.63,626.9,2031.28
1445,Siobhan,Quinn,female,siobhan.quinn335.ie@gmail.com,"22 South Circular Rd, Waterford",ire,IE,gen_z,2000-09-27,top_1,488775.51,2443.88,always,975.45,14.78,15.69,28.07,5.11,36.35,361.21,383.44,686.0,124.88,888.35
1446,Nancy,Brown,female,nancy.brown339.us@gmail.com,"95 Hill St, San Jose",usa,US,millennial,1981-03-24,bottom_50,15168.08,1516.81,once,21.51,79.15,7.14,8.67,5.04,0.0,1200.56,108.3,131.51,76.45,0.0
1447,Lucas,Wood,male,lucas.wood260.uk@gmail.com,"179 Station Rd, London",uk,GB,gen_z,1998-08-16,top_25,52733.08,2109.32,often,33.76,43.2,13.07,24.64,7.97,11.12,911.23,275.69,519.74,168.11,234.56
1448,Kimberly,White,female,kimberly.white684.us@gmail.com,"112 Main St, New York",usa,US,gen_z,2002-04-08,top_1,1238797.56,6193.99,always,671.65,17.8,8.98,23.57,10.17,39.48,1102.53,556.22,1459.92,629.93,2445.39
1449,Emily,Moore,female,emily.moore595.us@gmail.com,"108 Lake Dr, Philadelphia",usa,US,gen_z,2007-11-22,bottom_50,28543.31,2854.33,often,18.37,71.09,9.64,14.86,4.41,0.0,2029.14,275.16,424.15,125.88,0.0
1450,Mikael,Nilsson,male,mikael.nilsson353.se@gmail.com,"100 Storgatan, Orebro",swe,SE,boomer,1946-05-18,top_1,5343023.95,26715.12,often,537.94,12.01,14.39,12.02,20.18,41.4,3208.49,3844.31,3211.16,5391.11,11060.06
1451,Riona,Doyle,female,riona.doyle315.ie@gmail.com,"116 Merrion Sq, Waterford",ire,IE,gen_z,2006-12-10,bottom_50,51056.27,5105.63,sometimes,8.71,65.05,11.03,18.55,5.37,0.0,3321.21,563.15,947.09,274.17,0.0
1452,Hugo,Garcia,male,hugo.garcia11.fr@gmail.com,"156 Rue Nationale, Nice",fr,FR,gen_z,1999-03-13,bottom_50,33793.44,3379.34,once,13.12,68.11,5.59,21.53,4.77,0.0,2301.67,188.91,727.57,161.19,0.0
1453,Anna,Hansson,female,anna.hansson954.se@gmail.com,"105 Odengatan, Helsingborg",swe,SE,boomer,1958-12-19,bottom_50,370024.38,37002.44,once,22.04,80.78,3.1,4.94,11.18,0.0,29890.57,1147.08,1827.92,4136.87,0.0
1454,Long,Hu,male,long.hu189.cn@gmail.com,"191 Dongfeng Rd, Beijing",china,CN,millennial,1992-08-02,top_10,335420.77,4192.76,sometimes,95.38,33.93,16.51,15.81,11.87,21.88,1422.6,692.22,662.88,497.68,917.38
1455,Manon,Thomas,female,manon.thomas207.fr@gmail.com,"42 Boulevard Haussmann, Toulouse",fr,FR,boomer,1950-09-20,bottom_50,242074.39,24207.44,once,16.95,76.73,3.46,9.88,9.93,0.0,18574.37,837.58,2391.7,2403.8,0.0
1456,Clement,Vincent,male,clement.vincent233.fr@gmail.com,"175 Rue de la Paix, Strasbourg",fr,FR,gen_z,2000-05-09,top_10,165472.53,2068.41,always,235.58,35.7,9.41,26.09,11.67,17.13,738.42,194.64,539.65,241.38,354.32
1457,Julien,Simon,male,julien.simon272.fr@gmail.com,"65 Rue Nationale, Bordeaux",fr,FR,gen_z,1999-10-10,top_25,55108.63,2204.35,often,42.05,48.61,11.77,25.92,11.25,2.45,1071.53,259.45,571.37,247.99,54.01
1458,Michael,Brown,male,michael.brown998.us@gmail.com,"114 Park Ave, Phoenix",usa,US,boomer,1964-11-25,top_25,2550805.91,102032.24,sometimes,34.54,43.7,7.86,16.04,13.59,18.81,44588.09,8019.73,16365.97,13866.18,19192.26
1459,Klara,Magnusson,female,klara.magnusson910.se@gmail.com,"20 Birger Jarlsgatan, Stockholm",swe,SE,boomer,1962-11-15,bottom_50,276336.02,27633.6,once,11.24,71.09,5.77,13.77,9.37,0.0,19644.73,1594.46,3805.15,2589.27,0.0
1460,Alice,Jansson,female,alice.jansson532.se@gmail.com,"128 Vasagatan, Gothenburg",swe,SE,boomer,1959-04-19,bottom_50,393767.61,39376.76,sometimes,16.13,82.25,3.02,10.55,4.18,0.0,32387.39,1189.18,4154.25,1645.95,0.0
1461,Hui,Yang,male,hui.yang571.cn@gmail.com,"130 Nanjing Rd, Xi'an",china,CN,gen_z,2006-02-16,bottom_50,108577.06,10857.71,sometimes,5.52,74.3,12.61,12.67,0.42,0.0,8067.28,1369.16,1375.67,45.6,0.0
1462,Qiang,Zhou,male,qiang.zhou501.cn@gmail.com,"93 Huaihai Rd, Hangzhou",china,CN,millennial,1991-11-03,bottom_50,9764.6,976.46,once,7.63,81.12,9.34,4.5,5.04,0.0,792.1,91.2,43.94,49.21,0.0
1463,Johan,Karlsson,male,johan.karlsson697.se@gmail.com,"147 Birger Jarlsgatan, Vasteras",swe,SE,gen_z,1997-05-13,bottom_50,2977.17,297.72,always,13.31,75.1,12.58,10.46,1.86,0.0,223.59,37.45,31.14,5.54,0.0
1464,Li,Guo,female,li.guo146.cn@gmail.com,"61 Xinhua St, Guangzhou",china,CN,gen_z,2005-06-10,top_10,587806.67,7347.58,always,116.73,31.24,18.87,24.94,2.79,22.16,2295.38,1386.49,1832.49,205.0,1628.22
1465,Robert,Martinez,male,robert.martinez98.us@gmail.com,"94 Main St, Los Angeles",usa,US,gen_z,2002-08-20,top_25,57022.26,2280.89,once,62.04,40.74,17.28,20.44,11.83,9.71,929.23,394.14,466.21,269.83,221.47
1466,Barbara,Smith,female,barbara.smith722.us@gmail.com,"39 River Rd, San Diego",usa,US,boomer,1950-06-03,bottom_50,628603.01,62860.3,once,22.46,75.65,3.99,12.64,7.72,0.0,47553.82,2508.13,7945.54,4852.82,0.0
1467,Eimear,Moore,female,eimear.moore80.ie@gmail.com,"110 Nassau St, Kilkenny",ire,IE,millennial,1991-09-06,top_10,1151404.63,14392.56,once,198.1,30.72,17.77,17.4,19.82,14.29,4421.39,2557.56,2504.31,2852.61,2056.7
1468,Julie,Simon,female,julie.simon597.fr@gmail.com,"106 Rue Saint-Honore, Strasbourg",fr,FR,millennial,1995-05-23,bottom_50,166980.0,16698.0,always,21.03,82.09,2.99,12.54,2.38,0.0,13707.39,499.27,2093.93,397.41,0.0
1469,Na,Yang,female,na.yang904.cn@gmail.com,"193 Huaihai Rd, Chengdu",china,CN,millennial,1990-11-19,top_25,138064.42,5522.58,always,33.83,46.08,11.75,22.65,5.49,14.03,2544.8,648.9,1250.86,303.19,774.82
1470,Peng,Luo,male,peng.luo315.cn@gmail.com,"58 Xinhua St, Shanghai",china,CN,millennial,1995-09-16,bottom_50,10722.95,1072.3,always,5.88,76.66,8.97,10.27,4.1,0.0,822.03,96.19,110.13,43.96,0.0
1471,Roisin,O'Connor,female,roisin.oconnor716.ie@gmail.com,"91 South Circular Rd, Limerick",ire,IE,millennial,1981-11-10,top_25,358633.71,14345.35,sometimes,68.11,49.27,8.64,20.28,5.95,15.86,7067.95,1239.44,2909.24,853.55,2275.17
1472,William,Jones,male,william.jones275.us@gmail.com,"162 Main St, Los Angeles",usa,US,boomer,1957-05-20,bottom_50,169168.69,16916.87,once,15.16,81.62,1.61,7.99,8.78,0.0,13807.55,272.36,1351.66,1485.3,0.0
1473,Helene,Garcia,female,helene.garcia12.fr@gmail.com,"163 Avenue Foch, Bordeaux",fr,FR,gen_z,1999-03-13,bottom_50,15371.95,1537.2,once,12.95,71.6,9.46,14.1,4.84,0.0,1100.64,145.42,216.75,74.4,0.0
1474,Bo,Luo,male,bo.luo781.cn@gmail.com,"83 Guanghua Rd, Wuhan",china,CN,boomer,1962-12-09,top_1,1151928.66,5759.64,often,287.16,23.03,8.63,17.95,18.58,31.81,1326.45,497.06,1033.86,1070.14,1832.14
1475,Paul,Laurent,male,paul.laurent208.fr@gmail.com,"37 Boulevard Saint-Germain, Lille",fr,FR,millennial,1988-10-01,top_1,2703766.87,13518.83,sometimes,1067.39,24.75,10.18,20.62,13.1,31.35,3345.91,1376.22,2787.58,1770.97,4238.15
1476,Peng,Hu,male,peng.hu267.cn@gmail.com,"169 Nanjing Rd, Chengdu",china,CN,boomer,1959-02-28,bottom_50,91174.27,9117.43,once,4.41,83.02,4.72,7.21,5.05,0.0,7569.29,430.34,657.37,460.43,0.0
1477,Jian,Li,male,jian.li602.cn@gmail.com,"5 Huaihai Rd, Hangzhou",china,CN,millennial,1994-08-12,bottom_50,52799.41,5279.94,once,6.93,79.72,9.72,8.0,2.56,0.0,4209.17,513.21,422.4,135.17,0.0
1478,Siobhan,O'Brien,female,siobhan.obrien957.ie@gmail.com,"124 Nassau St, Waterford",ire,IE,millennial,1996-09-23,top_25,394648.42,15785.94,sometimes,44.29,48.75,10.63,16.74,11.29,12.59,7695.65,1678.05,2642.57,1782.23,1987.45
1479,David,Davis,male,david.davis57.us@gmail.com,"62 Cedar Ln, Philadelphia",usa,US,boomer,1959-05-04,top_25,2703472.44,108138.9,once,73.98,47.43,6.04,15.23,12.36,18.94,51290.28,6531.59,16469.55,13365.97,20481.51
1480,Jian,Xu,male,jian.xu274.cn@gmail.com,"163 Nanjing Rd, Chengdu",china,CN,millennial,1984-01-16,top_1,961275.69,4806.38,often,355.38,21.36,12.75,21.74,18.52,25.63,1026.64,612.81,1044.91,890.14,1231.88
1481,Lan,Ma,female,lan.ma530.cn@gmail.com,"20 Guanghua Rd, Beijing",china,CN,boomer,1955-02-03,top_10,451639.7,5645.5,once,117.63,30.4,10.31,15.61,19.43,24.25,1716.23,582.05,881.26,1096.92,1369.03
1482,Aoife,Doyle,female,aoife.doyle709.ie@gmail.com,"128 Merrion Sq, Drogheda",ire,IE,boomer,1953-12-23,top_10,2328673.97,29108.42,always,285.55,29.08,12.58,18.35,18.59,21.4,8464.73,3661.84,5341.4,5411.26,6229.2
1483,Joseph,Garcia,male,joseph.garcia873.us@gmail.com,"20 Hill St, Philadelphia",usa,US,boomer,1962-11-21,bottom_50,144607.02,14460.7,once,12.84,84.03,0.33,8.32,7.32,0.0,12151.33,47.72,1203.13,1058.52,0.0
1484,Liam,Kennedy,male,liam.kennedy899.ie@gmail.com,"20 Baggot St, Limerick",ire,IE,gen_z,2003-02-11,top_25,66586.2,2663.45,sometimes,46.72,39.43,13.55,32.13,4.39,10.5,1050.2,360.9,855.77,116.93,279.66
1485,Marine,Bernard,female,marine.bernard498.fr@gmail.com,"132 Rue Nationale, Bordeaux",fr,FR,millennial,1982-02-02,top_25,214720.07,8588.8,sometimes,59.02,57.5,8.28,14.91,11.87,7.44,4938.56,711.15,1280.59,1019.49,639.01
1486,Matthew,Brown,male,matthew.brown611.us@gmail.com,"12 Pine Rd, New York",usa,US,gen_z,2003-04-18,top_25,112671.62,4506.86,sometimes,62.89,39.68,8.34,30.45,10.99,10.54,1788.32,375.87,1372.34,495.3,475.02
1487,Pauline,Richard,female,pauline.richard967.fr@gmail.com,"75 Rue de Passy, Marseille",fr,FR,boomer,1958-08-06,bottom_50,302420.81,30242.08,once,20.51,82.54,2.67,8.74,6.05,0.0,24961.81,807.46,2643.16,1829.65,0.0
1488,Alexandre,Bertrand,male,alexandre.bertrand779.fr@gmail.com,"154 Boulevard Saint-Germain, Lille",fr,FR,millennial,1988-12-24,bottom_50,138355.41,13835.54,once,13.42,79.2,6.2,12.45,2.15,0.0,10957.75,857.8,1722.52,297.46,0.0
1489,Steven,Miller,male,steven.miller382.us@gmail.com,"18 Hill St, Philadelphia",usa,US,gen_z,2003-08-03,top_25,73090.66,2923.63,often,65.07,45.32,15.4,22.16,4.79,12.33,1324.99,450.24,647.88,140.04,360.48
1490,Freddie,Jones,male,freddie.jones603.uk@gmail.com,"38 High St, London",uk,GB,gen_z,2002-11-20,top_10,235608.28,2945.1,always,160.96,22.07,22.32,27.89,13.59,14.13,649.98,657.35,821.39,400.24,416.14
1491,Ming,Zhao,male,ming.zhao802.cn@gmail.com,"42 Jiefang Rd, Beijing",china,CN,boomer,1961-12-16,top_25,164219.6,6568.78,once,27.97,41.83,12.98,19.94,8.75,16.5,2747.72,852.63,1309.81,574.77,1083.85
1492,Michael,Jones,male,michael.jones763.us@gmail.com,"185 Main St, San Jose",usa,US,millennial,1989-11-02,top_25,234974.97,9399.0,sometimes,77.43,42.85,10.21,22.65,10.61,13.68,4027.47,959.64,2128.87,997.23,1285.78
1493,Betty,Moore,female,betty.moore539.us@gmail.com,"57 Main St, New York",usa,US,gen_z,2000-09-17,top_25,105940.15,4237.61,sometimes,44.3,41.28,13.47,26.68,8.68,9.89,1749.29,570.81,1130.59,367.82,419.1
1494,Peng,Luo,male,peng.luo157.cn@gmail.com,"132 Guanghua Rd, Xi'an",china,CN,gen_z,2000-01-16,bottom_50,82008.67,8200.87,often,4.06,75.81,11.27,9.95,2.97,0.0,6217.08,924.24,815.99,243.57,0.0
1495,Sophie,Robert,female,sophie.robert294.fr@gmail.com,"10 Avenue Montaigne, Strasbourg",fr,FR,millennial,1991-03-15,bottom_50,151195.18,15119.52,sometimes,6.98,73.55,4.71,13.66,8.08,0.0,11120.41,712.13,2065.33,1221.66,0.0
1496,Ava,Lewis,female,ava.lewis520.uk@gmail.com,"4 Park Rd, Manchester",uk,GB,boomer,1948-11-12,bottom_50,667621.11,66762.11,sometimes,19.95,82.8,3.47,7.9,5.83,0.0,55279.03,2316.65,5274.21,3892.23,0.0
1497,Elizabeth,Miller,female,elizabeth.miller85.us@gmail.com,"84 Maple Dr, San Diego",usa,US,millennial,1985-08-17,bottom_50,102995.96,10299.6,often,16.12,78.7,4.88,9.75,6.67,0.0,8105.79,502.62,1004.21,686.98,0.0
1498,Karen,Wilson,female,karen.wilson742.us@gmail.com,"19 Cedar Ln, San Diego",usa,US,millennial,1990-03-01,bottom_50,26943.32,2694.33,often,13.05,80.66,6.2,8.1,5.04,0.0,2173.25,167.05,218.24,135.79,0.0
1499,Yang,Liu,male,yang.liu686.cn@gmail.com,"147 Jiefang Rd, Shanghai",china,CN,millennial,1982-12-05,bottom_50,24743.46,2474.35,once,7.02,74.83,9.93,11.35,3.89,0.0,1851.56,245.7,280.84,96.25,0.0
1500,Jennifer,Jackson,female,jennifer.jackson147.us@gmail.com,"78 Lake Dr, San Antonio",usa,US,millennial,1984-02-27,bottom_50,107991.19,10799.12,often,10.59,70.65,10.56,14.51,4.28,0.0,7629.58,1140.39,1566.95,462.2,0.0
1501,John,Davis,male,john.davis351.us@gmail.com,"22 Cedar Ln, Chicago",usa,US,gen_z,2001-02-09,top_25,47941.08,1917.64,often,63.17,46.75,15.37,25.13,4.25,8.5,896.5,294.74,481.9,81.5,163.0
1502,Karen,Wilson,female,karen.wilson304.us@gmail.com,"170 Hill St, San Diego",usa,US,boomer,1960-01-17,bottom_50,397274.33,39727.43,once,20.22,85.59,2.67,2.82,8.92,0.0,34002.71,1060.72,1120.31,3543.69,0.0
1503,Daniel,Thomas,male,daniel.thomas744.us@gmail.com,"69 Main St, Houston",usa,US,gen_z,2001-06-16,bottom_50,4242.11,424.21,often,15.74,75.93,8.6,12.25,3.22,0.0,322.1,36.48,51.97,13.66,0.0
1504,Yi,Luo,male,yi.luo191.cn@gmail.com,"162 Jiefang Rd, Chengdu",china,CN,millennial,1995-01-20,top_1,1147268.71,5736.34,often,264.45,20.86,13.11,22.87,13.68,29.48,1196.6,752.03,1311.9,784.73,1691.07
1505,Long,Sun,male,long.sun416.cn@gmail.com,"165 Changan Ave, Chengdu",china,CN,gen_z,2000-02-23,top_10,547249.77,6840.62,sometimes,89.95,32.12,17.94,21.0,8.38,20.56,2197.21,1227.21,1436.53,573.24,1406.43
1506,Matthew,Wilson,male,matthew.wilson598.us@gmail.com,"133 River Rd, Phoenix",usa,US,gen_z,1997-01-09,bottom_50,14942.66,1494.27,always,15.0,81.62,6.13,11.23,1.02,0.0,1219.62,91.6,167.81,15.24,0.0
1507,Jessica,Thomas,female,jessica.thomas228.us@gmail.com,"168 Lake Dr, Philadelphia",usa,US,millennial,1984-01-02,top_25,511018.34,20440.73,sometimes,61.42,48.77,9.65,15.01,14.23,12.34,9968.94,1972.53,3068.15,2908.72,2522.39
1508,John,Moore,male,john.moore631.us@gmail.com,"7 Maple Dr, Los Angeles",usa,US,gen_z,2005-02-04,bottom_50,31578.61,3157.86,once,10.16,74.16,7.24,15.31,3.29,0.0,2341.87,228.63,483.47,103.89,0.0
1509,Lan,Gao,female,lan.gao351.cn@gmail.com,"96 Renmin Rd, Guangzhou",china,CN,boomer,1959-08-09,bottom_50,24666.68,2466.67,once,7.5,80.37,8.97,3.51,7.15,0.0,1982.46,221.26,86.58,176.37,0.0
1510,Richard,Davis,male,richard.davis396.us@gmail.com,"184 Oak Ave, San Jose",usa,US,boomer,1957-04-01,bottom_50,964077.49,96407.75,sometimes,13.82,75.16,3.23,11.99,9.62,0.0,72460.06,3113.97,11559.29,9274.43,0.0
1511,Susan,White,female,susan.white574.us@gmail.com,"90 Hill St, San Antonio",usa,US,gen_z,2001-07-23,top_10,612464.51,7655.81,often,225.98,28.77,14.92,15.03,15.3,25.98,2202.58,1142.25,1150.67,1171.34,1988.98
1512,Eimear,McCarthy,female,eimear.mccarthy400.ie@gmail.com,"113 O'Connell St, Dundalk",ire,IE,gen_z,2005-08-22,top_1,362880.42,1814.4,always,1588.47,17.05,11.67,25.09,14.1,32.09,309.36,211.74,455.23,255.83,582.24
1513,Tao,Xu,male,tao.xu193.cn@gmail.com,"95 Huaihai Rd, Wuhan",china,CN,millennial,1995-10-05,bottom_50,7707.04,770.7,sometimes,5.94,72.31,10.56,13.63,3.5,0.0,557.29,81.39,105.05,26.97,0.0
1514,Sandra,Smith,female,sandra.smith678.us@gmail.com,"34 Lake Dr, Los Angeles",usa,US,millennial,1984-05-22,bottom_50,181892.34,18189.23,sometimes,14.49,73.85,10.88,11.1,4.17,0.0,13432.75,1978.99,2019.0,758.49,0.0
1515,Poppy,Lewis,female,poppy.lewis683.uk@gmail.com,"21 Church Rd, London",uk,GB,millennial,1991-03-20,top_1,3408470.01,17042.35,always,778.67,15.98,9.05,22.26,16.18,36.53,2723.37,1542.33,3793.63,2757.45,6225.57
1516,Yi,Hu,male,yi.hu570.cn@gmail.com,"132 Renmin Rd, Guangzhou",china,CN,gen_z,2000-09-09,bottom_50,93408.02,9340.8,always,8.1,68.31,11.51,17.35,2.83,0.0,6380.7,1075.13,1620.63,264.34,0.0
1517,Donna,Johnson,female,donna.johnson911.us@gmail.com,"120 Cedar Ln, San Antonio",usa,US,boomer,1963-07-16,bottom_50,140642.38,14064.24,sometimes,12.38,79.19,4.77,9.96,6.08,0.0,11137.47,670.86,1400.8,855.11,0.0
1518,Niamh,McLoughlin,female,niamh.mcloughlin408.ie@gmail.com,"74 Grafton St, Swords",ire,IE,boomer,1950-03-03,top_1,9439333.72,47196.67,often,590.97,16.45,8.12,23.59,18.35,33.49,7763.85,3832.37,11133.69,8660.59,15806.16
1519,Mary,Jones,female,mary.jones474.us@gmail.com,"112 Elm St, New York",usa,US,millennial,1987-07-09,top_25,455737.52,18229.5,often,60.27,44.56,13.27,17.34,13.55,11.28,8123.07,2419.05,3161.0,2470.1,2056.29
1520,Riona,Ryan,female,riona.ryan390.ie@gmail.com,"155 Nassau St, Swords",ire,IE,boomer,1951-06-05,bottom_50,659296.82,65929.68,sometimes,19.63,81.58,0.87,9.18,8.37,0.0,53785.43,573.59,6052.34,5518.31,0.0
1521,David,Garcia,male,david.garcia645.us@gmail.com,"110 Hill St, San Antonio",usa,US,millennial,1991-03-20,top_25,332287.79,13291.51,sometimes,55.15,44.03,4.78,18.41,9.68,23.1,5852.25,635.33,2446.97,1286.62,3070.34
1522,Joseph,Davis,male,joseph.davis801.us@gmail.com,"178 Main St, San Antonio",usa,US,boomer,1947-07-09,top_10,3203985.16,40049.81,often,127.12,29.21,8.75,22.59,17.1,22.35,11698.55,3504.36,9047.25,6848.52,8951.13
1523,Clement,Bernard,male,clement.bernard423.fr@gmail.com,"46 Rue du Bac, Strasbourg",fr,FR,millennial,1986-06-19,bottom_50,19039.38,1903.94,once,15.7,79.0,3.33,12.3,5.37,0.0,1504.11,63.4,234.18,102.24,0.0
1524,Harry,Watson,male,harry.watson939.uk@gmail.com,"147 Green Lane, Leicester",uk,GB,gen_z,1997-03-20,bottom_50,15114.36,1511.44,often,16.16,71.35,10.49,15.04,3.12,0.0,1078.41,158.55,227.32,47.16,0.0
1525,Ronan,O'Sullivan,male,ronan.osullivan987.ie@gmail.com,"117 O'Connell St, Limerick",ire,IE,boomer,1964-11-27,top_1,4793860.25,23969.3,always,693.3,24.42,7.93,23.72,14.46,29.47,5853.3,1900.77,5685.52,3465.96,7063.75
1526,Archie,Robinson,male,archie.robinson371.uk@gmail.com,"102 Green Lane, London",uk,GB,boomer,1949-02-06,bottom_50,469533.22,46953.32,sometimes,18.22,78.41,3.2,12.44,5.95,0.0,36816.1,1502.51,5840.99,2793.72,0.0
1527,Lily,Watson,female,lily.watson652.uk@gmail.com,"113 Green Lane, Bristol",uk,GB,gen_z,1999-09-15,top_25,62169.88,2486.8,always,72.47,42.65,13.16,22.4,9.54,12.25,1060.62,327.26,557.04,237.24,304.63
