id,first_name,last_name,gender,email,address,country,generation,wealth_tier,net_worth_usd,monthly_income_usd,internet_frequency,monthly_internet_spend_usd,food_living_pct,tech_pct,lifestyle_pct,travel_pct,investment_pct,food_living_usd,tech_usd,lifestyle_usd,travel_usd,investment_usd
2217,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,gen_z,bottom_50,24732.37,2473.24,sometimes,14.28,66.95,10.84,20.89,1.32,0.0,1655.83,268.1,516.66,32.65,0.0
2218,Ming,He,male,ming.he948.cn@gmail.com,"4 Dongfeng Rd, Shenzhen",china,millennial,bottom_50,37235.36,3723.54,once,8.07,78.33,9.55,9.82,2.3,0.0,2916.65,355.6,365.65,85.64,0.0
2219,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,gen_z,bottom_50,31595.55,3159.55,often,17.81,75.57,7.57,13.15,3.71,0.0,2387.67,239.18,415.48,117.22,0.0
2220,Nancy,Martinez,female,nancy.martinez593.us@gmail.com,"46 Maple Dr, New York",usa,millennial,bottom_50,136913.86,13691.39,once,17.2,76.98,3.49,12.0,7.53,0.0,10539.63,477.83,1642.97,1030.96,0.0
2221,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,ire,boomer,bottom_50,657410.59,65741.06,once,13.88,74.25,3.97,12.95,8.83,0.0,48812.74,2609.92,8513.47,5804.94,0.0
2222,John,Martin,male,john.martin245.us@gmail.com,"14 Cedar Ln, Chicago",usa,gen_z,bottom_50,24971.63,2497.16,always,10.83,75.01,10.11,11.16,3.72,0.0,1873.12,252.46,278.68,92.89,0.0
2223,Matthew,Jones,male,matthew.jones997.us@gmail.com,"174 Cedar Ln, San Diego",usa,gen_z,top_25,152634.26,6105.37,sometimes,51.99,49.67,15.31,22.99,8.31,3.72,3032.54,934.73,1403.62,507.36,227.12
2224,Aurelie,Robert,female,aurelie.robert656.fr@gmail.com,"66 Avenue Foch, Nice",fr,gen_z,bottom_50,41701.22,4170.12,sometimes,11.55,70.99,6.73,18.55,3.73,0.0,2960.37,280.65,773.56,155.55,0.0
2225,Patricia,Jackson,female,patricia.jackson29.us@gmail.com,"81 Oak Ave, Dallas",usa,boomer,top_25,1705852.22,68234.09,once,91.57,50.78,4.15,16.41,9.0,19.66,34649.27,2831.71,11197.21,6141.07,13414.82
2226,Zhen,Li,male,zhen.li497.cn@gmail.com,"65 Nanjing Rd, Shanghai",china,millennial,bottom_50,31448.49,3144.85,once,6.36,82.34,10.23,6.08,1.35,0.0,2589.47,321.72,191.21,42.46,0.0
2227,Xue,Wu,female,xue.wu614.cn@gmail.com,"97 Jiefang Rd, Wuhan",china,millennial,bottom_50,59562.26,5956.23,sometimes,5.63,75.83,14.04,7.48,2.65,0.0,4516.61,836.25,445.53,157.84,0.0
2228,Lars,Gustafsson,male,lars.gustafsson530.se@gmail.com,"153 Vasagatan, Jonkoping",swe,gen_z,bottom_50,6105.67,610.57,often,12.54,71.87,13.26,12.37,2.5,0.0,438.82,80.96,75.53,15.26,0.0
2229,Amelie,Moreau,female,amelie.moreau726.fr@gmail.com,"85 Rue de Passy, Montpellier",fr,boomer,bottom_50,2739.73,273.97,once,10.29,75.39,1.51,11.85,11.25,0.0,206.55,4.14,32.47,30.82,0.0
2230,Kimberly,Johnson,female,kimberly.johnson255.us@gmail.com,"87 Cedar Ln, San Diego",usa,millennial,top_25,262666.39,10506.66,often,59.96,40.29,12.51,18.34,10.75,18.11,4233.13,1314.38,1926.92,1129.47,1902.76
2231,Dorothy,Davis,female,dorothy.davis759.us@gmail.com,"179 Park Ave, New York",usa,millennial,bottom_50,140696.86,14069.69,once,12.23,85.57,2.68,5.36,6.39,0.0,12039.43,377.07,754.14,899.05,0.0
2232,Steven,Moore,male,steven.moore738.us@gmail.com,"78 Lake Dr, Philadelphia",usa,gen_z,top_25,166391.23,6655.65,sometimes,80.56,44.91,14.03,24.17,8.72,8.17,2989.05,933.79,1608.67,580.37,543.77
2233,Shan,Li,female,shan.li374.cn@gmail.com,"100 Changan Ave, Nanjing",china,millennial,bottom_50,17924.15,1792.42,sometimes,7.2,82.22,10.39,5.76,1.63,0.0,1473.73,186.23,103.24,29.22,0.0
2234,John,Miller,male,john.miller595.us@gmail.com,"25 Main St, Dallas",usa,millennial,bottom_50,143944.85,14394.49,once,14.26,81.52,10.0,4.47,4.01,0.0,11734.39,1439.45,643.43,577.22,0.0
2235,Eimear,O'Reilly,female,eimear.oreilly920.ie@gmail.com,"176 North Circular Rd, Bray",ire,boomer,bottom_50,359015.62,35901.56,sometimes,19.74,79.16,2.45,12.83,5.56,0.0,28419.67,879.59,4606.17,1996.13,0.0
2236,Emily,White,female,emily.white271.us@gmail.com,"138 Pine Rd, San Diego",usa,gen_z,bottom_50,3419.21,341.92,sometimes,15.8,73.73,10.36,13.94,1.97,0.0,252.1,35.42,47.66,6.74,0.0
2237,Karin,Eriksson,female,karin.eriksson870.se@gmail.com,"126 Odengatan, Norrkoping",swe,millennial,top_1,1386901.38,6934.51,always,1172.11,14.28,12.4,27.93,13.22,32.17,990.25,859.88,1936.81,916.74,2230.83
2238,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,millennial,top_25,441874.04,17674.96,often,54.06,45.07,4.34,23.51,9.46,17.62,7966.1,767.09,4155.38,1672.05,3114.33
2239,Eoin,Byrne,male,eoin.byrne842.ie@gmail.com,"32 Fitzwilliam Sq, Kilkenny",ire,millennial,bottom_50,142244.79,14224.48,sometimes,8.84,73.24,8.59,13.07,5.1,0.0,10418.01,1221.88,1859.14,725.45,0.0
2240,Caoimhe,O'Neill,female,caoimhe.oneill793.ie@gmail.com,"32 O'Connell St, Dundalk",ire,millennial,bottom_50,707.44,70.74,once,16.82,78.62,6.11,9.99,5.28,0.0,55.62,4.32,7.07,3.74,0.0
2241,Ashley,Garcia,female,ashley.garcia212.us@gmail.com,"191 Elm St, Phoenix",usa,millennial,top_10,1764714.29,22058.93,often,169.57,32.91,9.93,26.58,11.57,19.01,7259.59,2190.45,5863.26,2552.22,4193.4
2242,Eva,Jonsson,female,eva.jonsson899.se@gmail.com,"83 Hornsgatan, Helsingborg",swe,millennial,top_25,123225.14,4929.01,always,80.81,45.4,10.62,20.51,6.16,17.31,2237.77,523.46,1010.94,303.63,853.21
2243,Liam,Wilson,male,liam.wilson713.uk@gmail.com,"37 Park Rd, Leicester",uk,boomer,bottom_50,1228964.24,122896.42,sometimes,8.64,76.46,2.8,11.34,9.4,0.0,93966.6,3441.1,13936.45,11552.26,0.0
2244,Xin,Xu,male,xin.xu63.cn@gmail.com,"41 Changan Ave, Wuhan",china,boomer,bottom_50,21151.84,2115.18,once,8.27,81.01,6.82,6.92,5.25,0.0,1713.51,144.26,146.37,111.05,0.0
2245,Anders,Hansson,male,anders.hansson160.se@gmail.com,"115 Karlavagen, Helsingborg",swe,gen_z,bottom_50,4892.54,489.25,often,15.12,69.58,13.13,14.62,2.67,0.0,340.42,64.24,71.53,13.06,0.0
2246,Hui,Zhou,male,hui.zhou561.cn@gmail.com,"162 Wangfujing St, Xi'an",china,boomer,bottom_50,19352.5,1935.25,sometimes,4.51,86.37,2.07,7.2,4.36,0.0,1671.48,40.06,139.34,84.38,0.0
2247,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,millennial,bottom_50,3632.17,363.22,sometimes,13.21,75.32,7.86,12.28,4.54,0.0,273.58,28.55,44.6,16.49,0.0
2248,Lars,Gustafsson,male,lars.gustafsson22.se@gmail.com,"101 Kungsgatan, Orebro",swe,millennial,bottom_50,40252.56,4025.26,sometimes,22.75,76.64,11.0,9.37,2.99,0.0,3084.96,442.78,377.17,120.36,0.0
2249,Evie,Williams,female,evie.williams834.uk@gmail.com,"183 Station Rd, Bristol",uk,gen_z,top_25,63127.81,2525.11,once,60.79,41.4,12.31,27.29,6.4,12.6,1045.4,310.84,689.1,161.61,318.16
2250,Lisa,Davis,female,lisa.davis285.us@gmail.com,"57 Pine Rd, Houston",usa,gen_z,bottom_50,24944.98,2494.5,once,11.26,70.19,9.81,13.52,6.48,0.0,1750.89,244.71,337.26,161.64,0.0
2251,Harry,Wood,male,harry.wood464.uk@gmail.com,"58 Victoria Rd, Manchester",uk,millennial,top_1,2683712.2,13418.56,once,967.18,9.32,18.93,29.83,5.6,36.32,1250.61,2540.13,4002.76,751.44,4873.62
2252,Yun,Ma,female,yun.ma510.cn@gmail.com,"3 Changan Ave, Shenzhen",china,millennial,top_10,217622.3,2720.28,sometimes,82.37,31.03,18.84,20.04,12.39,17.7,844.1,512.5,545.14,337.04,481.49
2253,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,millennial,bottom_50,17997.89,1799.79,often,11.42,79.04,3.21,8.64,9.11,0.0,1422.55,57.77,155.5,163.96,0.0
2254,Anthony,Smith,male,anthony.smith602.us@gmail.com,"194 Lake Dr, Philadelphia",usa,boomer,top_25,1166389.99,46655.6,sometimes,56.51,40.69,4.88,23.57,8.86,22.0,18984.16,2276.79,10996.72,4133.69,10264.23
2255,Zhi,Xu,female,zhi.xu686.cn@gmail.com,"17 Guanghua Rd, Xi'an",china,millennial,top_25,81767.64,3270.71,always,19.62,49.88,12.09,24.58,3.08,10.37,1631.43,395.43,803.94,100.74,339.17
2256,Robert,Thomas,male,robert.thomas155.us@gmail.com,"37 Maple Dr, Phoenix",usa,gen_z,bottom_50,9397.6,939.76,sometimes,13.94,76.59,11.26,10.91,1.24,0.0,719.76,105.82,102.53,11.65,0.0
2257,Karin,Andersson,female,karin.andersson45.se@gmail.com,"199 Odengatan, Norrkoping",swe,gen_z,top_10,24734.46,309.18,often,149.11,30.18,18.16,25.64,10.43,15.59,93.31,56.15,79.27,32.25,48.2
2258,Clodagh,Quinn,female,clodagh.quinn949.ie@gmail.com,"154 Nassau St, Dublin",ire,gen_z,top_25,111453.99,4458.16,always,57.81,49.05,8.0,31.58,2.26,9.11,2186.73,356.65,1407.89,100.75,406.14
2259,Sebastian,Harris,male,sebastian.harris222.uk@gmail.com,"73 High St, Liverpool",uk,gen_z,top_25,105413.62,4216.54,sometimes,62.0,37.94,13.74,26.65,8.31,13.36,1599.76,579.35,1123.71,350.39,563.33
2260,Maria,Pettersson,female,maria.pettersson650.se@gmail.com,"48 Kungsgatan, Uppsala",swe,boomer,top_25,752878.77,30115.15,always,49.23,44.0,7.53,19.57,9.5,19.4,13250.67,2267.67,5893.53,2860.94,5842.34
2261,Klara,Andersson,female,klara.andersson850.se@gmail.com,"109 Hornsgatan, Malmo",swe,millennial,bottom_50,93275.24,9327.52,always,9.03,68.18,13.44,8.47,9.91,0.0,6359.5,1253.62,790.04,924.36,0.0
2262,Emily,Jackson,female,emily.jackson803.us@gmail.com,"68 River Rd, Philadelphia",usa,millennial,bottom_50,160815.66,16081.57,once,11.3,80.09,3.12,13.91,2.88,0.0,12879.73,501.74,2236.95,463.15,0.0
2263,Barbara,Smith,female,barbara.smith733.us@gmail.com,"31 Park Ave, San Antonio",usa,millennial,top_10,1052144.96,13151.81,once,303.08,27.65,13.98,17.5,20.21,20.66,3636.48,1838.62,2301.57,2657.98,2717.16
2264,Susan,Smith,female,susan.smith408.us@gmail.com,"70 Pine Rd, New York",usa,boomer,top_10,5424051.69,67800.65,often,201.81,37.25,10.58,12.99,19.43,19.75,25255.74,7173.31,8807.3,13173.67,13390.63
2265,Lisa,Miller,female,lisa.miller745.us@gmail.com,"142 Lake Dr, San Antonio",usa,millennial,bottom_50,147852.27,14785.23,once,10.64,76.67,5.78,12.13,5.42,0.0,11335.84,854.59,1793.45,801.36,0.0
2266,Zhi,Sun,female,zhi.sun705.cn@gmail.com,"83 Xinhua St, Guangzhou",china,millennial,top_1,1045610.05,5228.05,always,357.65,20.8,11.84,20.35,14.29,32.72,1087.43,619.0,1063.91,747.09,1710.62
2267,Nancy,Martinez,female,nancy.martinez951.us@gmail.com,"131 Oak Ave, San Jose",usa,boomer,bottom_50,696838.18,69683.82,often,22.26,85.67,0.12,5.26,8.95,0.0,59698.13,83.62,3665.37,6236.7,0.0
2268,Ming,Yang,male,ming.yang425.cn@gmail.com,"138 Zhongshan Ave, Beijing",china,millennial,bottom_50,24105.57,2410.56,often,6.07,80.04,11.1,7.93,0.93,0.0,1929.41,267.57,191.16,22.42,0.0
2269,Kieran,Byrne,male,kieran.byrne841.ie@gmail.com,"192 O'Connell St, Galway",ire,gen_z,bottom_50,38989.42,3898.94,sometimes,17.1,66.02,10.21,21.08,2.69,0.0,2574.08,398.08,821.9,104.88,0.0
2270,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,boomer,top_10,1357665.27,16970.82,often,141.73,31.53,11.26,15.21,16.2,25.8,5350.9,1910.91,2581.26,2749.27,4378.47
2271,Lei,Zhou,male,lei.zhou542.cn@gmail.com,"111 Jiefang Rd, Xi'an",china,millennial,bottom_50,45322.38,4532.24,sometimes,3.11,72.52,10.4,15.28,1.8,0.0,3286.78,471.35,692.53,81.58,0.0
2272,Aidan,O'Connor,male,aidan.oconnor303.ie@gmail.com,"1 North Circular Rd, Limerick",ire,boomer,top_25,1246504.49,49860.18,sometimes,39.27,33.69,10.81,19.83,15.87,19.8,16797.89,5389.89,9887.27,7912.81,9872.32
2273,Betty,Smith,female,betty.smith193.us@gmail.com,"192 Elm St, Chicago",usa,millennial,bottom_50,147489.03,14748.9,sometimes,15.6,83.17,3.0,11.37,2.46,0.0,12266.66,442.47,1676.95,362.82,0.0
2274,Xia,Wu,female,xia.wu691.cn@gmail.com,"87 Nanjing Rd, Shenzhen",china,gen_z,bottom_50,15194.72,1519.47,always,6.48,74.65,14.07,10.73,0.55,0.0,1134.28,213.79,163.04,8.36,0.0
2275,Elisabeth,Karlsson,female,elisabeth.karlsson729.se@gmail.com,"197 Odengatan, Helsingborg",swe,millennial,top_25,120808.9,4832.36,always,60.53,40.65,13.7,20.94,8.34,16.37,1964.35,662.03,1011.9,403.02,791.06
2276,Mary,Wilson,female,mary.wilson811.us@gmail.com,"153 Elm St, San Diego",usa,gen_z,top_25,103501.8,4140.07,always,67.63,45.65,14.48,16.69,6.95,16.23,1889.94,599.48,690.98,287.73,671.93
2277,Jessica,Jackson,female,jessica.jackson418.uk@gmail.com,"21 Station Rd, Sheffield",uk,millennial,bottom_50,50765.31,5076.53,once,10.09,73.69,5.33,16.1,4.88,0.0,3740.89,270.58,817.32,247.73,0.0
2278,Donald,Jackson,male,donald.jackson942.us@gmail.com,"21 Cedar Ln, San Jose",usa,boomer,bottom_50,730956.85,73095.68,once,28.46,76.99,0.73,10.38,11.9,0.0,56276.36,533.6,7587.33,8698.39,0.0
2279,Andrew,Jones,male,andrew.jones634.us@gmail.com,"72 Lake Dr, Houston",usa,boomer,top_25,2436198.43,97447.94,once,71.62,38.51,8.3,17.72,16.29,19.18,37527.2,8088.18,17267.77,15874.27,18690.51
2280,Dorothy,White,female,dorothy.white584.us@gmail.com,"22 Lake Dr, Dallas",usa,gen_z,top_25,90993.2,3639.73,always,54.77,40.25,19.35,20.95,10.91,8.54,1464.99,704.29,762.52,397.09,310.83
2281,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,boomer,bottom_50,414438.58,41443.86,once,16.88,84.13,0.86,6.04,8.97,0.0,34866.72,356.42,2503.21,3717.51,0.0
2282,Ting,Wu,female,ting.wu687.cn@gmail.com,"4 Xinhua St, Shanghai",china,millennial,bottom_50,56418.34,5641.83,often,8.21,73.53,9.45,13.13,3.89,0.0,4148.44,533.15,740.77,219.47,0.0
2283,Shu,Yang,female,shu.yang604.cn@gmail.com,"101 Jiefang Rd, Hangzhou",china,boomer,bottom_50,29595.43,2959.54,sometimes,6.43,81.35,3.98,11.48,3.19,0.0,2407.59,117.79,339.76,94.41,0.0
2284,Olivia,Lewis,female,olivia.lewis241.uk@gmail.com,"84 Green Lane, Bristol",uk,gen_z,bottom_50,5439.09,543.91,once,14.63,74.15,8.66,14.18,3.01,0.0,403.31,47.1,77.13,16.37,0.0
2285,Richard,Martinez,male,richard.martinez50.us@gmail.com,"53 Oak Ave, New York",usa,millennial,top_25,504617.55,20184.7,often,46.53,54.65,11.46,13.36,6.57,13.96,11030.94,2313.17,2696.68,1326.13,2817.78
2286,Wei,Guo,male,wei.guo591.cn@gmail.com,"153 Nanjing Rd, Xi'an",china,millennial,top_25,134998.31,5399.93,once,33.16,38.52,9.64,25.86,7.97,18.01,2080.05,520.55,1396.42,430.37,972.53
2287,Grainne,McLoughlin,female,grainne.mcloughlin123.ie@gmail.com,"193 Dame St, Waterford",ire,millennial,top_1,3718811.18,18594.06,always,695.73,18.58,11.81,25.02,14.6,29.99,3454.78,2195.96,4652.23,2714.73,5576.36
2288,Jessica,Jones,female,jessica.jones905.uk@gmail.com,"93 Park Rd, Edinburgh",uk,millennial,bottom_50,62299.66,6229.97,once,11.25,83.9,4.19,8.44,3.47,0.0,5226.94,261.04,525.81,216.18,0.0
2289,James,Martin,male,james.martin396.us@gmail.com,"69 Park Ave, Los Angeles",usa,millennial,top_25,528025.46,21121.02,often,73.34,48.4,9.47,20.03,6.7,15.4,10222.57,2000.16,4230.54,1415.11,3252.64
2290,Hui,Huang,female,hui.huang342.cn@gmail.com,"101 Huaihai Rd, Chengdu",china,gen_z,bottom_50,77813.5,7781.35,often,5.08,76.4,11.98,8.99,2.63,0.0,5944.95,932.21,699.54,204.65,0.0
2291,Zhen,Xu,male,zhen.xu948.cn@gmail.com,"31 Nanjing Rd, Hangzhou",china,gen_z,top_10,432168.67,5402.11,always,72.33,22.5,24.4,23.67,10.71,18.72,1215.47,1318.11,1278.68,578.57,1011.27
2292,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,gen_z,bottom_50,41518.14,4151.81,sometimes,7.8,75.52,4.98,18.13,1.37,0.0,3135.45,206.76,752.72,56.88,0.0
2293,Sophie,Fournier,female,sophie.fournier607.fr@gmail.com,"150 Rue de la Paix, Montpellier",fr,gen_z,bottom_50,15676.87,1567.69,often,11.93,70.59,8.49,14.93,5.99,0.0,1106.63,133.1,234.06,93.9,0.0
2294,Hui,Luo,female,hui.luo131.cn@gmail.com,"147 Zhongshan Ave, Guangzhou",china,millennial,bottom_50,60544.26,6054.43,once,7.78,78.34,12.33,7.41,1.92,0.0,4743.04,746.51,448.63,116.25,0.0
2295,Ethan,Jackson,male,ethan.jackson494.uk@gmail.com,"22 Victoria Rd, Leicester",uk,gen_z,top_10,143731.97,1796.65,always,192.21,29.4,18.72,28.65,5.54,17.69,528.22,336.33,514.74,99.53,317.83
2296,Maja,Karlsson,female,maja.karlsson572.se@gmail.com,"154 Drottninggatan, Malmo",swe,gen_z,top_25,16740.18,669.61,sometimes,56.65,38.51,16.6,24.05,9.6,11.24,257.87,111.16,161.04,64.28,75.26
2297,Lan,Lin,female,lan.lin561.cn@gmail.com,"200 Renmin Rd, Nanjing",china,boomer,bottom_50,53166.71,5316.67,once,11.16,85.8,6.75,5.05,2.4,0.0,4561.7,358.88,268.49,127.6,0.0
2298,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,millennial,top_10,582525.35,7281.57,once,258.24,31.25,21.17,17.74,12.67,17.17,2275.49,1541.51,1291.75,922.57,1250.25
2299,Jian,He,male,jian.he539.cn@gmail.com,"140 Nanjing Rd, Suzhou",china,millennial,bottom_50,15967.5,1596.75,often,9.85,77.08,11.46,11.3,0.16,0.0,1230.77,182.99,180.43,2.55,0.0
2300,Nancy,Smith,female,nancy.smith658.us@gmail.com,"143 Park Ave, San Diego",usa,gen_z,bottom_50,25327.7,2532.77,sometimes,10.27,73.15,10.01,12.48,4.36,0.0,1852.72,253.53,316.09,110.43,0.0
2301,Robert,White,male,robert.white650.us@gmail.com,"76 Park Ave, Philadelphia",usa,gen_z,top_10,283950.26,3549.38,often,283.03,31.25,12.27,21.51,13.58,21.39,1109.18,435.51,763.47,482.01,759.21
2302,Jun,Gao,male,jun.gao710.cn@gmail.com,"111 Renmin Rd, Suzhou",china,gen_z,bottom_50,48427.22,4842.72,once,10.31,66.59,12.01,17.73,3.67,0.0,3224.77,581.61,858.61,177.73,0.0
2303,Qiang,Zhou,male,qiang.zhou931.cn@gmail.com,"163 Nanjing Rd, Chengdu",china,gen_z,top_1,1001495.82,5007.48,always,407.59,17.77,19.1,21.45,11.88,29.8,889.83,956.43,1074.1,594.89,1492.23
2304,Andrew,Hernandez,male,andrew.hernandez17.us@gmail.com,"147 Hill St, Philadelphia",usa,gen_z,top_10,261311.7,3266.4,sometimes,203.34,29.25,13.49,22.19,17.44,17.63,955.42,440.64,724.81,569.66,575.87
2305,Ashley,Davis,female,ashley.davis697.us@gmail.com,"89 Pine Rd, San Diego",usa,gen_z,top_25,92468.36,3698.73,sometimes,67.12,47.34,12.73,21.24,9.07,9.62,1750.98,470.85,785.61,335.47,355.82
2306,Zhen,Wu,female,zhen.wu348.cn@gmail.com,"123 Huaihai Rd, Xi'an",china,millennial,bottom_50,62343.3,6234.33,sometimes,9.99,75.71,11.53,9.89,2.87,0.0,4720.01,718.82,616.58,178.93,0.0
2307,William,Davis,male,william.davis84.us@gmail.com,"141 River Rd, Dallas",usa,millennial,bottom_50,94482.64,9448.26,sometimes,15.57,75.69,3.53,14.45,6.33,0.0,7151.39,333.52,1365.27,598.07,0.0
2308,Jessica,Jones,female,jessica.jones294.us@gmail.com,"90 Oak Ave, San Diego",usa,millennial,bottom_50,135969.95,13597.0,often,8.18,79.79,9.04,4.7,6.47,0.0,10849.05,1229.17,639.06,879.73,0.0
2309,Yi,Zhang,male,yi.zhang625.cn@gmail.com,"60 Zhongshan Ave, Shanghai",china,millennial,bottom_50,37197.43,3719.74,once,9.89,77.62,9.43,10.18,2.77,0.0,2887.26,350.77,378.67,103.04,0.0
2310,Jacob,Lewis,male,jacob.lewis831.uk@gmail.com,"41 Queens Ave, Birmingham",uk,gen_z,top_10,207601.4,2595.02,often,302.81,26.87,17.44,21.04,16.52,18.13,697.28,452.57,545.99,428.7,470.48
2311,Thomas,Watson,male,thomas.watson488.uk@gmail.com,"49 Kings Rd, Bristol",uk,millennial,bottom_50,139671.94,13967.19,sometimes,16.75,66.77,6.73,18.02,8.48,0.0,9325.89,939.99,2516.89,1184.42,0.0
2312,Rui,Zhao,male,rui.zhao12.cn@gmail.com,"194 Nanjing Rd, Chengdu",china,millennial,top_25,131563.28,5262.53,always,23.76,41.91,13.04,25.47,7.41,12.17,2205.53,686.23,1340.37,389.95,640.45
2313,Hui,Ma,female,hui.ma952.cn@gmail.com,"114 Guanghua Rd, Guangzhou",china,gen_z,bottom_50,18624.9,1862.49,sometimes,10.73,73.34,14.67,11.25,0.74,0.0,1365.95,273.23,209.53,13.78,0.0
2314,Archie,White,male,archie.white512.uk@gmail.com,"31 Church Rd, Sheffield",uk,gen_z,top_25,57852.98,2314.12,sometimes,47.1,37.07,11.03,28.18,9.84,13.88,857.84,255.25,652.12,227.71,321.2
2315,Sandra,Garcia,female,sandra.garcia687.us@gmail.com,"9 Hill St, Dallas",usa,millennial,bottom_50,51739.62,5173.96,sometimes,17.06,80.18,3.68,12.98,3.16,0.0,4148.48,190.4,671.58,163.5,0.0
2316,Kimberly,Smith,female,kimberly.smith969.us@gmail.com,"95 Main St, San Diego",usa,millennial,bottom_50,67860.37,6786.04,sometimes,14.2,84.29,5.95,4.68,5.08,0.0,5719.95,403.77,317.59,344.73,0.0
2317,Olivia,Robinson,female,olivia.robinson954.uk@gmail.com,"47 Kings Rd, Edinburgh",uk,gen_z,top_1,590337.19,2951.69,often,543.32,15.18,13.91,24.52,14.8,31.59,448.07,410.58,723.75,436.85,932.44
2318,Eva,Nilsson,female,eva.nilsson892.se@gmail.com,"110 Vasagatan, Norrkoping",swe,millennial,bottom_50,30275.69,3027.57,always,16.61,72.73,8.39,12.79,6.09,0.0,2201.95,254.01,387.23,184.38,0.0
2319,Hui,Lin,male,hui.lin434.cn@gmail.com,"114 Renmin Rd, Guangzhou",china,millennial,top_1,605064.56,3025.32,always,304.6,26.73,19.45,15.33,14.31,24.18,808.67,588.42,463.78,432.92,731.52
2320,Matthew,Martin,male,matthew.martin335.us@gmail.com,"75 Oak Ave, New York",usa,millennial,bottom_50,89486.58,8948.66,always,14.35,77.44,9.83,10.77,1.96,0.0,6929.84,879.65,963.77,175.39,0.0
2321,Ashley,Jones,female,ashley.jones27.us@gmail.com,"161 Hill St, Philadelphia",usa,millennial,top_25,310890.45,12435.62,once,39.06,41.87,15.75,21.04,5.95,15.39,5206.79,1958.61,2616.45,739.92,1913.84
2322,Shane,O'Neill,male,shane.oneill813.ie@gmail.com,"74 Grafton St, Drogheda",ire,gen_z,top_25,117923.49,4716.94,always,57.1,34.23,14.33,27.66,8.06,15.72,1614.61,675.94,1304.71,380.19,741.5
2323,Zhi,Zhao,female,zhi.zhao651.cn@gmail.com,"94 Jiefang Rd, Wuhan",china,boomer,bottom_50,12682.32,1268.23,once,6.65,81.39,7.64,7.0,3.97,0.0,1032.21,96.89,88.78,50.35,0.0
2324,Cheng,Li,male,cheng.li416.cn@gmail.com,"147 Guanghua Rd, Shanghai",china,gen_z,top_25,124231.47,4969.26,always,22.24,44.79,17.64,20.68,2.02,14.87,2225.73,876.58,1027.64,100.38,738.93
2325,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,millennial,bottom_50,45824.14,4582.41,once,18.54,73.49,10.99,7.07,8.45,0.0,3367.61,503.61,323.98,387.21,0.0
2326,Karen,Taylor,female,karen.taylor802.us@gmail.com,"196 Elm St, Chicago",usa,millennial,bottom_50,60534.11,6053.41,sometimes,20.2,78.64,4.01,11.45,5.9,0.0,4760.4,242.74,693.12,357.15,0.0
2327,Rong,Ma,female,rong.ma971.cn@gmail.com,"182 Xinhua St, Shanghai",china,boomer,top_25,189696.63,7587.87,often,15.44,47.57,9.96,15.96,6.93,19.58,3609.55,755.75,1211.02,525.84,1485.7
2328,Yun,Zhu,female,yun.zhu968.cn@gmail.com,"115 Zhongshan Ave, Beijing",china,boomer,top_1,1209551.01,6047.76,sometimes,341.67,17.55,13.21,11.35,18.05,39.84,1061.38,798.91,686.42,1091.62,2409.43
2329,Betty,Hernandez,female,betty.hernandez618.us@gmail.com,"28 Maple Dr, Dallas",usa,millennial,bottom_50,178554.24,17855.42,often,10.07,80.33,7.12,8.69,3.86,0.0,14343.26,1271.31,1551.64,689.22,0.0
2330,Hui,Ma,male,hui.ma413.cn@gmail.com,"152 Xinhua St, Xi'an",china,millennial,bottom_50,64765.99,6476.6,once,5.04,76.01,11.31,11.57,1.11,0.0,4922.86,732.5,749.34,71.89,0.0
2331,Emily,Taylor,female,emily.taylor647.us@gmail.com,"145 Hill St, San Jose",usa,gen_z,top_10,619421.41,7742.77,always,252.8,28.99,18.45,21.43,9.26,21.87,2244.63,1428.54,1659.28,716.98,1693.34
2332,Isla,Johnson,female,isla.johnson272.uk@gmail.com,"198 Manor Rd, Sheffield",uk,boomer,bottom_50,996309.72,99630.97,once,14.17,76.28,1.28,15.81,6.63,0.0,75998.5,1275.28,15751.66,6605.53,0.0
2333,Lei,Sun,male,lei.sun293.cn@gmail.com,"187 Changan Ave, Chengdu",china,gen_z,bottom_50,21977.75,2197.78,once,10.63,76.67,11.52,10.89,0.92,0.0,1685.04,253.18,239.34,20.22,0.0
2334,Yu,Hu,female,yu.hu828.cn@gmail.com,"50 Dongfeng Rd, Guangzhou",china,millennial,top_25,107810.83,4312.43,sometimes,25.12,46.52,18.32,21.22,3.27,10.67,2006.14,790.04,915.1,141.02,460.14
